order_item_id,order_id,product_id,quantity,price,discount,total
332,185,239,2,49.18,0.0,98.36
333,185,886,1,408.95,0.0,408.95
334,185,614,1,407.19,0.0,407.19
335,186,731,1,9.82,0.0,9.82
336,187,432,1,432.25,0.0,432.25
337,188,526,1,395.09,0.0,395.09
338,188,983,1,244.84,0.0,244.84
339,189,695,1,439.98,22.0,417.98
340,189,149,3,289.21,0.0,867.63
341,190,488,1,31.62,0.0,31.62
342,191,337,1,241.47,0.0,241.47
343,192,219,1,400.92,60.14,340.78
344,193,7,1,280.03,0.0,280.03
345,194,369,1,80.41,0.0,80.41
346,194,45,1,186.92,9.35,177.57
347,194,999,1,357.55,0.0,357.55
348,194,31,1,228.82,11.44,217.38
349,195,216,1,70.72,3.54,67.18
350,196,900,1,34.2,0.0,34.2
351,196,729,1,121.24,0.0,121.24
352,196,67,1,62.25,0.0,62.25
353,197,549,1,273.98,0.0,273.98
354,198,992,1,337.72,0.0,337.72
355,198,599,2,336.83,0.0,673.66
356,198,908,1,97.96,0.0,97.96
357,199,539,1,123.78,0.0,123.78
358,199,712,1,121.26,0.0,121.26
359,200,406,1,350.39,0.0,350.39
360,200,224,2,211.18,0.0,422.36
361,200,314,2,144.78,0.0,289.56
362,201,462,1,433.5,21.68,411.82
363,202,240,1,369.59,36.96,332.63
364,203,81,1,19.7,0.0,19.7
365,203,805,1,253.36,0.0,253.36
366,204,787,2,301.7,0.0,603.4
367,204,700,1,247.7,0.0,247.7
368,205,355,2,420.75,0.0,841.5
369,206,975,1,125.24,0.0,125.24
370,206,153,1,363.22,0.0,363.22
371,206,887,2,70.7,0.0,141.4
372,206,408,1,205.96,0.0,205.96
373,206,234,1,347.98,0.0,347.98
374,207,756,1,480.57,24.03,456.54
375,208,708,1,134.37,0.0,134.37
376,208,551,3,137.12,61.7,349.66
377,208,307,1,229.62,0.0,229.62
378,209,193,1,455.04,0.0,455.04
379,209,487,3,411.68,0.0,1235.04
380,210,192,1,313.41,0.0,313.41
381,211,59,1,76.98,0.0,76.98
382,212,490,1,416.25,20.81,395.44
383,212,761,1,237.05,0.0,237.05
384,213,602,1,298.32,0.0,298.32
385,213,208,1,401.03,0.0,401.03
386,213,515,2,163.15,32.63,293.67
387,213,734,3,391.62,0.0,1174.86
388,214,729,1,122.22,6.11,116.11
389,214,812,1,101.55,5.08,96.47
390,215,98,1,439.9,22.0,417.9
391,215,403,1,453.46,0.0,453.46
392,216,422,5,158.85,0.0,794.25
393,216,781,2,44.29,0.0,88.58
394,216,567,1,303.13,0.0,303.13
395,216,125,1,452.0,0.0,452.0
396,217,407,1,65.55,0.0,65.55
397,217,39,1,391.21,0.0,391.21
398,217,11,1,312.8,0.0,312.8
399,218,175,1,32.65,0.0,32.65
400,218,859,2,256.19,0.0,512.38
401,218,19,1,239.82,0.0,239.82
402,219,546,1,209.09,10.45,198.64
403,219,222,1,373.07,18.65,354.42
404,219,453,1,12.55,0.0,12.55
405,220,384,1,473.04,94.61,378.43
406,220,931,1,232.99,0.0,232.99
407,220,245,1,134.75,0.0,134.75
408,220,205,2,299.68,0.0,599.36
409,221,642,1,371.39,0.0,371.39
410,222,332,1,124.73,0.0,124.73
411,223,835,1,100.81,0.0,100.81
412,224,105,2,158.25,31.65,284.85
413,225,714,2,59.7,0.0,119.4
414,225,398,2,332.21,99.66,564.76
415,225,695,1,420.65,0.0,420.65
416,225,947,3,267.56,0.0,802.68
417,225,996,2,122.71,0.0,245.42
418,226,635,1,98.63,0.0,98.63
419,226,82,1,12.93,0.0,12.93
420,226,62,2,300.91,0.0,601.82
421,227,779,1,323.9,0.0,323.9
422,227,41,1,304.73,15.24,289.49
423,228,681,1,195.6,9.78,185.82
424,228,255,1,52.11,0.0,52.11
425,228,821,1,98.1,14.71,83.39
426,228,704,1,348.06,34.81,313.25
427,229,815,1,300.74,0.0,300.74
428,229,955,1,50.15,0.0,50.15
429,230,591,1,385.02,0.0,385.02
430,231,483,1,121.45,0.0,121.45
431,232,438,2,6.81,0.0,13.62
432,232,875,1,15.41,0.0,15.41
433,232,86,1,40.29,0.0,40.29
434,233,481,1,38.29,0.0,38.29
435,234,426,4,79.81,0.0,319.24
436,235,944,4,154.22,0.0,616.88
437,235,128,4,208.17,0.0,832.68
438,235,395,1,64.65,0.0,64.65
439,236,249,1,337.91,0.0,337.91
440,236,490,1,405.99,0.0,405.99
441,237,593,4,162.58,0.0,650.32
442,238,601,4,304.04,121.62,1094.54
443,239,513,1,367.72,0.0,367.72
444,239,991,2,403.73,80.75,726.71
445,240,276,4,73.44,0.0,293.76
446,240,767,5,285.74,0.0,1428.7
447,240,215,1,424.37,0.0,424.37
448,241,384,1,459.34,0.0,459.34
449,242,191,2,382.35,0.0,764.7
450,242,206,5,487.94,0.0,2439.7
451,242,61,3,186.32,0.0,558.96
452,243,66,1,137.85,0.0,137.85
453,244,8,2,228.76,0.0,457.52
454,244,682,2,196.66,0.0,393.32
455,244,597,4,16.43,0.0,65.72
456,245,912,1,204.75,0.0,204.75
457,246,895,1,314.18,0.0,314.18
458,246,339,3,130.32,0.0,390.96
459,246,826,3,246.23,0.0,738.69
460,246,103,2,316.89,0.0,633.78
461,246,4,1,158.39,0.0,158.39
462,247,369,3,86.04,0.0,258.12
463,248,757,1,454.03,0.0,454.03
464,249,301,1,11.22,0.0,11.22
465,249,622,1,352.21,0.0,352.21
466,250,479,1,430.56,0.0,430.56
467,250,173,1,292.06,0.0,292.06
468,250,918,1,152.84,0.0,152.84
469,250,457,1,399.45,39.95,359.5
470,250,978,2,327.58,0.0,655.16
471,251,649,2,417.46,0.0,834.92
472,251,743,1,106.52,0.0,106.52
473,251,504,1,426.02,0.0,426.02
474,251,93,2,442.33,0.0,884.66
475,252,298,1,308.31,0.0,308.31
476,253,321,4,334.68,0.0,1338.72
477,254,374,2,472.82,0.0,945.64
478,255,10,1,337.02,0.0,337.02
479,256,151,1,433.96,21.7,412.26
480,256,616,2,383.58,0.0,767.16
481,257,724,1,385.02,57.75,327.27
482,257,588,1,400.16,0.0,400.16
483,257,490,2,411.99,82.4,741.58
484,257,647,1,169.15,16.92,152.23
485,257,849,2,425.49,0.0,850.98
486,258,346,1,287.24,0.0,287.24
487,258,433,1,316.2,0.0,316.2
488,259,135,1,383.25,19.16,364.09
489,260,453,1,13.31,0.0,13.31
490,260,713,2,294.16,0.0,588.32
491,261,880,1,168.05,0.0,168.05
492,261,152,1,18.12,0.0,18.12
493,262,994,1,140.59,0.0,140.59
494,262,153,1,352.72,0.0,352.72
495,263,886,1,417.36,0.0,417.36
496,263,838,1,196.53,0.0,196.53
497,263,666,1,494.86,0.0,494.86
498,264,186,5,363.37,0.0,1816.85
499,264,394,1,79.05,0.0,79.05
500,264,496,3,456.4,0.0,1369.2
501,265,803,1,487.24,0.0,487.24
502,265,832,2,289.82,0.0,579.64
503,265,543,2,515.19,51.52,978.86
504,266,820,1,236.61,0.0,236.61
505,266,322,1,39.48,1.97,37.51
506,267,968,1,35.44,0.0,35.44
507,268,503,1,500.93,100.19,400.74
508,269,46,1,385.78,19.29,366.49
509,269,243,1,32.14,0.0,32.14
510,270,564,1,194.62,19.46,175.16
511,271,147,1,164.95,0.0,164.95
512,271,549,1,290.05,0.0,290.05
513,271,209,1,361.36,0.0,361.36
514,271,73,2,375.94,0.0,751.88
515,272,113,1,451.11,0.0,451.11
516,273,818,1,466.88,0.0,466.88
517,274,746,3,373.32,56.0,1063.96
518,275,565,1,311.07,0.0,311.07
519,275,278,2,374.98,37.5,712.46
520,275,623,1,33.9,0.0,33.9
521,276,704,1,320.31,0.0,320.31
522,277,743,1,100.86,0.0,100.86
523,278,363,2,448.97,0.0,897.94
524,279,879,1,428.61,0.0,428.61
525,280,968,1,34.75,0.0,34.75
526,280,96,1,426.74,21.34,405.4
527,281,528,1,497.79,0.0,497.79
528,282,852,2,434.75,0.0,869.5
529,283,44,1,47.18,4.72,42.46
530,283,622,2,353.81,0.0,707.62
531,284,53,1,242.22,0.0,242.22
532,285,872,1,252.04,0.0,252.04
533,285,785,1,112.63,0.0,112.63
534,285,879,1,428.57,42.86,385.71
535,286,869,1,106.34,0.0,106.34
536,286,500,1,174.32,8.72,165.6
537,286,59,1,79.76,0.0,79.76
538,287,158,1,245.6,0.0,245.6
539,287,421,1,105.26,0.0,105.26
540,288,450,1,319.25,0.0,319.25
541,289,292,1,23.69,0.0,23.69
542,290,273,1,81.36,0.0,81.36
543,290,122,1,335.35,16.77,318.58
544,290,432,1,445.18,22.26,422.92
545,290,501,1,190.13,0.0,190.13
546,291,850,1,203.74,0.0,203.74
547,292,747,1,447.98,0.0,447.98
548,292,524,1,214.75,0.0,214.75
549,293,194,1,491.49,0.0,491.49
550,293,876,1,135.7,27.14,108.56
551,294,53,1,245.79,0.0,245.79
552,295,438,1,6.4,0.0,6.4
553,296,917,1,89.34,0.0,89.34
554,297,931,1,238.73,0.0,238.73
555,298,700,2,230.37,0.0,460.74
556,298,566,2,400.97,0.0,801.94
557,299,394,1,77.29,0.0,77.29
558,300,906,1,257.35,0.0,257.35
559,300,671,4,455.09,0.0,1820.36
560,300,838,1,209.69,0.0,209.69
561,300,196,1,328.38,0.0,328.38
562,301,460,1,12.17,0.0,12.17
563,301,645,1,109.99,0.0,109.99
564,301,735,1,284.77,42.72,242.05
565,302,408,1,220.47,33.07,187.4
566,302,507,1,20.42,0.0,20.42
567,303,164,1,15.39,0.0,15.39
568,304,873,1,50.5,0.0,50.5
569,305,41,1,334.11,0.0,334.11
570,306,216,1,73.37,0.0,73.37
571,306,548,1,80.83,0.0,80.83
572,306,119,2,372.55,0.0,745.1
573,306,2,1,356.02,17.8,338.22
574,306,665,2,173.59,52.08,295.1
575,307,889,4,394.48,0.0,1577.92
576,307,797,1,103.56,0.0,103.56
577,308,453,1,12.5,0.0,12.5
578,309,445,1,66.69,0.0,66.69
579,309,378,1,489.69,0.0,489.69
580,310,167,3,436.61,0.0,1309.83
581,311,466,3,389.44,0.0,1168.32
582,312,387,1,43.92,0.0,43.92
583,312,394,1,76.79,0.0,76.79
584,313,10,1,346.34,0.0,346.34
585,313,981,2,91.99,0.0,183.98
586,313,811,1,26.68,0.0,26.68
587,314,643,1,74.22,0.0,74.22
588,314,557,1,381.62,19.08,362.54
589,315,395,1,64.31,0.0,64.31
590,316,113,1,476.14,0.0,476.14
591,317,947,3,279.57,0.0,838.71
592,318,696,1,94.37,0.0,94.37
593,318,436,2,127.71,0.0,255.42
594,319,729,2,125.22,37.57,212.87
595,319,818,2,473.59,0.0,947.18
596,319,79,1,269.88,40.48,229.4
597,320,331,5,443.3,0.0,2216.5
598,321,424,2,452.2,45.22,859.18
599,321,617,1,19.72,0.0,19.72
600,322,394,2,80.68,0.0,161.36
601,322,86,2,39.34,0.0,78.68
602,322,595,1,483.3,24.17,459.13
603,323,62,2,297.41,29.74,565.08
604,323,934,1,14.7,0.73,13.97
605,323,358,4,55.29,0.0,221.16
606,323,370,2,56.03,0.0,112.06
607,324,713,1,289.86,0.0,289.86
608,324,989,1,258.65,0.0,258.65
609,325,251,1,346.76,17.34,329.42
610,326,767,1,271.43,0.0,271.43
611,326,541,1,206.68,0.0,206.68
612,327,33,1,406.29,0.0,406.29
613,327,619,1,168.45,0.0,168.45
614,327,770,2,53.99,0.0,107.98
615,328,535,1,241.48,0.0,241.48
616,328,387,1,43.58,0.0,43.58
617,328,974,2,364.64,0.0,729.28
618,328,129,1,338.13,16.91,321.22
619,328,761,1,251.65,0.0,251.65
620,329,618,2,453.09,0.0,906.18
621,330,932,1,435.65,0.0,435.65
622,331,496,4,432.34,0.0,1729.36
623,331,47,1,10.89,0.0,10.89
624,331,50,2,245.19,73.56,416.82
625,331,323,2,121.78,0.0,243.56
626,331,96,2,410.01,41.0,779.02
627,332,873,1,47.75,0.0,47.75
628,332,39,3,376.64,0.0,1129.92
629,333,514,1,501.18,0.0,501.18
630,333,529,1,214.48,0.0,214.48
631,333,747,4,436.93,0.0,1747.72
632,333,624,1,424.12,84.82,339.3
633,333,668,1,327.16,0.0,327.16
634,334,317,4,443.1,0.0,1772.4
635,334,561,1,250.76,25.08,225.68
636,334,889,1,382.62,0.0,382.62
637,335,263,3,150.51,67.73,383.8
638,335,782,1,300.89,0.0,300.89
639,335,898,1,264.08,0.0,264.08
640,335,453,1,12.82,0.0,12.82
641,335,666,1,455.64,0.0,455.64
642,336,660,2,140.2,14.02,266.38
643,336,59,1,83.8,0.0,83.8
644,337,474,1,383.4,0.0,383.4
645,338,750,1,500.59,0.0,500.59
646,339,351,5,488.19,0.0,2440.95
647,340,160,4,27.42,0.0,109.68
648,341,828,1,434.44,0.0,434.44
649,342,651,1,125.12,0.0,125.12
650,343,915,1,158.49,0.0,158.49
651,344,965,1,356.79,0.0,356.79
652,345,11,1,320.09,0.0,320.09
653,346,681,5,210.01,0.0,1050.05
654,347,512,2,77.29,0.0,154.58
655,347,886,2,432.02,86.4,777.64
656,347,325,3,294.49,0.0,883.47
657,347,117,1,324.33,0.0,324.33
658,348,357,1,245.11,0.0,245.11
659,349,315,1,499.83,0.0,499.83
660,350,556,1,340.29,0.0,340.29
661,351,167,1,414.07,0.0,414.07
662,351,556,1,329.25,0.0,329.25
663,352,632,1,380.95,0.0,380.95
664,352,955,3,49.81,0.0,149.43
665,353,217,1,392.08,0.0,392.08
666,353,229,1,78.72,11.81,66.91
667,353,796,3,380.98,57.15,1085.79
668,354,384,2,477.13,0.0,954.26
669,355,5,3,203.7,0.0,611.1
670,355,922,2,483.26,0.0,966.52
671,356,586,5,74.76,56.07,317.73
672,357,821,1,102.49,0.0,102.49
673,357,955,2,51.39,0.0,102.78
674,357,592,1,114.6,0.0,114.6
675,358,864,3,383.87,0.0,1151.61
676,358,781,1,43.24,0.0,43.24
677,358,643,1,73.82,0.0,73.82
678,359,26,2,257.79,0.0,515.58
679,359,761,2,236.58,0.0,473.16
680,360,744,2,348.13,0.0,696.26
681,360,799,1,272.56,0.0,272.56
682,360,827,1,61.04,0.0,61.04
683,361,269,3,392.32,0.0,1176.96
684,362,815,1,287.71,43.16,244.55
685,363,322,1,39.04,0.0,39.04
686,364,876,1,140.03,0.0,140.03
687,364,33,5,424.78,0.0,2123.9
688,365,31,1,238.75,0.0,238.75
689,366,226,1,344.02,0.0,344.02
690,367,479,2,420.96,84.19,757.73
691,367,764,3,266.3,0.0,798.9
692,368,785,1,113.25,16.99,96.26
693,368,602,1,316.85,0.0,316.85
694,369,205,1,306.06,0.0,306.06
695,370,260,1,247.46,37.12,210.34
